MCMCU;MCSTYL;MCDL01;MCRP01;MCRP02
00027439;09;AC SANDOVALINA;74;OPE
00027430;09;AC INDIANA;74;OPE
00027421;09;AC ANHUMAS;74;OPE
00027422;09;AC BORA;74;OPE
00027132;09;AC NOVA VENEZA;74;OPE
00027123;09;AC TREMEMBE;74;OPE
00027124;09;AC UBATUBA;74;OPE
00027125;09;AC AGUAS DE LINDOIA;74;OPE
00027126;09;AC ARTUR NOGUEIRA;74;OPE
00027127;09;AC BOM JESUS DOS PERDOES;74;OPE
00027128;09;AC ESCOLA ESPECIALISTA DA AERO;74;OPE
00027099;09;AC CAPIVARI;74;OPE
00027090;09;AC APARECIDA;74;OPE
00027113;09;AC ROSEIRA;74;OPE
00027547;09;AC FERNANDO PRESTES;74;OPE
00027548;09;AC GUARIBA;74;OPE
00027519;09;AC SAO FRANCISCO;74;OPE
00027510;09;AC PEDRANOPOLIS;74;OPE
00027501;09;AC PALMEIRA DOESTE;74;OPE
00027502;09;AC PAULO DE FARIA;74;OPE
00027253;09;AC CAPAO BONITO;74;OPE
00027254;09;AC ITAPEVA;74;OPE
00027255;09;AC ITARARE;74;OPE
00027256;09;AC PIEDADE;74;OPE
00027323;09;AC BRAUNA;74;OPE
00027324;09;AC RINOPOLIS;74;OPE
00027325;09;AC CABRALIA PAULISTA;74;OPE
00027326;09;AC TUPA;74;OPE
00027327;09;AC GUAICARA;74;OPE
00027328;09;AC GUAIMBE;74;OPE
00027509;09;AC PLANALTO;74;OPE
00027500;09;AC MACEDONIA;74;OPE
00027491;09;AC NEVES PAULISTA;74;OPE
00027492;09;AC NIPOA;74;OPE
00025211;09;AC PRACA DO CARMO;72;OPE
00027114;09;AC SANTA BRANCA;74;OPE
00027115;09;AC SANTO ANTONIO DO PINHAL;74;OPE
00027116;09;AC SAO BENTO DO SAPUCAI;74;OPE
00027117;09;AC SAO JOSE DO BARREIRO;74;OPE
00027118;09;AC CENTRO TECNICO AEROESPACIAL;74;OPE
00027089;09;AC AMPARO;74;OPE
00027133;09;AC CAMPO LIMPO PAULISTA;74;OPE
00027134;09;AC COSMOPOLIS;74;OPE
00027135;09;AC ELIAS FAUSTO;74;OPE
00027193;09;AC VOTORANTIM;74;OPE
00027194;09;AC AGUAS DA PRATA;74;OPE
00027195;09;AC AGUAS DE SAO PEDRO;74;OPE
00027196;09;AC ANALANDIA;74;OPE
00027197;09;AC CHARQUEADA;74;OPE
00027198;09;AC CONCHAL;74;OPE
00027136;09;AC IGARATA;74;OPE
00027257;09;AC PORTO FELIZ;74;OPE
00027258;09;AC TATUI;74;OPE
00027549;09;AC IRAPUA;74;OPE
00027540;09;AC CAMPOS ELISEOS;74;OPE
00027531;09;AC SAO JOSE DO RIO PRETO;74;OPE
00027563;09;AC SANTA LUCIA;74;OPE
00027564;09;AC ITUVERAVA;74;OPE
00027245;09;AC PIRASSUNUNGA;74;OPE
00027246;09;AC SANTA CRUZ DAS PALMEIRAS;74;OPE
00027247;09;AC SANTA RITA DO PASSA QUATRO;74;OPE
00027248;09;AC SAO JOAO DA BOA VISTA;74;OPE
00027219;09;AC SANTA BARBARA DOESTE;74;OPE
00027210;09;AC SAO SEBASTIAO DA GRAMA;74;OPE
00027201;09;AC IPEUNA;74;OPE
00027202;09;AC IRACEMAPOLIS;74;OPE
00026538;16;ACF ORATORIO;72;OPE
00026539;16;ACF SPEED MAIL;72;OPE
00026170;16;ACF OCIAN;72;OPE
00026161;16;ACF CARDOSO DE ALMEIDA;72;OPE
00026162;16;ACF COHAB CARAPICUIBA;72;OPE
00026163;16;ACF SANTA TEREZA;72;OPE
00026094;16;ACF ARMENIA;72;OPE
00026095;16;ACF BONSUCESSO;72;OPE
00027565;09;AC JARDINOPOLIS;74;OPE
00027566;09;AC TAIACU;74;OPE
00027233;09;AC AGUAI;74;OPE
00027234;09;AC ARARAS;74;OPE
00026080;16;ACF ENGENHO NOVO;72;OPE
00026072;16;ACF CARLOS GOMES;72;OPE
00026014;16;ACF BEST SHOPPING;72;OPE
00026015;16;ACF INAMAR;72;OPE
00026017;16;ACF ITABERABA;72;OPE
00026019;16;ACF NOVO MUNDO;72;OPE
00026087;16;ACF NOVA ITAPEVI;72;OPE
00026096;16;ACF NIPPON;72;OPE
00026097;16;ACF NOVA CANTAREIRA;72;OPE
00027449;09;AC ADOLFO;74;OPE
00027440;09;AC SANTO EXPEDITO;74;OPE
00027589;09;AC SANTA ROSA DE VITERBO;74;OPE
00027580;09;AC PITANGUEIRAS;74;OPE
00027571;09;AC MIGUELOPOLIS;74;OPE
00027572;09;AC BRODOWSKI;74;OPE
00027353;09;AC TORRINHA;74;OPE
00027354;09;AC UBIRAJARA;74;OPE
00026510;16;ACF PARQUE DAS NACOES;72;OPE
00026503;16;ACF CIDADE TIRADENTES;72;OPE
00026074;16;ACF JAGUARA;72;OPE
00025182;09;AC SP MARKET;72;OPE
00025183;09;AC TATUAPE;72;OPE
00027355;09;AC BOCAINA;74;OPE
00027356;09;AC BROTAS;74;OPE
00027357;09;AC BARIRI;74;OPE
00027358;09;AC DOIS CORREGOS;74;OPE
00026169;16;ACF BOQUEIRAO;72;OPE
00026043;16;ACF FRANCISCO GLICERIO;72;OPE
00026130;16;ACF FIGUEIRA GRANDE;72;OPE
00026121;16;ACF ESTADOS UNIDOS;72;OPE
00026122;16;ACF CORIFEU;72;OPE
00026123;16;ACF VILA DIRCE;72;OPE
00027185;09;AC PORANGABA;74;OPE
00027186;09;AC RIBEIRA;74;OPE
00027187;09;AC RIBEIRAO BRANCO;74;OPE
00027188;09;AC RIVERSUL;74;OPE
00027189;09;AC SALTO DE PIRAPORA;74;OPE
00027180;09;AC ITAPORANGA;74;OPE
00027171;09;AC CERQUILHO;74;OPE
00027172;09;AC CESARIO LANGE;74;OPE
00027203;09;AC CUNHA;74;OPE
00027235;09;AC CACONDE;74;OPE
00027236;09;AC CASA BRANCA;74;OPE
00027237;09;AC DESCALVADO;74;OPE
00027213;09;AC PIRACICABA;74;OPE
00027214;09;AC JARDIM DO LAGO;74;OPE
00027215;09;AC QUELUZ;74;OPE
00027216;09;AC RIO CLARO;74;OPE
00027217;09;AC HOLAMBRA;74;OPE
00027218;09;AC SALTO;74;OPE
00026075;16;ACF SANTA EFIGENIA;72;OPE
00026077;16;ACF SANTO ANTONIO;72;OPE
00026079;16;ACF LAPA DE BAIXO;72;OPE
00027238;09;AC DIVINOLANDIA;74;OPE
00027209;09;AC SANTO ANTONIO DO JARDIM;74;OPE
00027200;09;AC CORUMBATAI;74;OPE
00027191;09;AC SARAPUI;74;OPE
00027192;09;AC TAPIRAI;74;OPE
00027183;09;AC ALUMINIO;74;OPE
00027184;09;AC PILAR DO SUL;74;OPE
00026171;16;ACF AGUIA DE HAIA;72;OPE
00026173;16;ACF VILA JOANIZA;72;OPE
00026532;16;ACF GUAPITUBA;72;OPE
00026507;16;ACF PARQUE PINHEIROS;72;OPE
00026508;16;ACF JULIO BUONO;72;OPE
00026201;16;ACF VILA DOS REMEDIOS;72;OPE
00026203;16;ACF 25 DE MARCO;72;OPE
00026536;16;ACF MANDAQUI;72;OPE
00026537;16;ACF BRAZ LEME;72;OPE
00027204;09;AC ITIRAPINA;74;OPE
00027205;09;AC ITOBI;74;OPE
00027206;09;AC RIO DAS PEDRAS;74;OPE
00027207;09;AC SANTA CRUZ DA CONCEICAO;74;OPE
00027208;09;AC SANTA GERTRUDES;74;OPE
00026098;16;ACF ALFREDO PUJOL;72;OPE
00026164;16;ACF BRITANIA;72;OPE
00026166;16;ACF SE;72;OPE
00026167;16;ACF VILA BUARQUE;72;OPE
00026569;16;ACF JARDIM AGU;72;OPE
00026177;16;ACF CAPELINHA;72;OPE
00026179;16;ACF ANALIA FRANCO;72;OPE
00026081;16;ACF VILA PIRES;72;OPE
00026082;16;ACF BOM CLIMA;72;OPE
00026132;16;ACF AMADOR BUENO;72;OPE
00025193;09;AC SHOPPING LIGHT;72;OPE
00025187;09;AC SHOPPING ORIENTE;72;OPE
00025206;09;AC ILHA COMPRIDA;72;OPE
00025209;09;AC LARGO TREZE;72;OPE
00025196;09;AC VILA CARMOSINA;72;OPE
00027173;09;AC GUAPIARA;74;OPE
00027644;09;AC CANITAR;74;OPE
00027645;09;AC BARRA DO CHAPEU;74;OPE
00027646;09;AC EMILIANOPOLIS;74;OPE
00027647;09;AC NOVA CANAA PAULISTA;74;OPE
00027648;09;AC SALTINHO;74;OPE
00026012;16;ACF SAO DOMINGOS;72;OPE
00026013;16;ACF ANCHIETA;72;OPE
00027486;09;AC DOLCINOPOLIS;74;OPE
00027389;09;AC AVARE;74;OPE
00027380;09;AC INUBIA PAULISTA;74;OPE
00027371;09;AC GABRIEL MONTEIRO;74;OPE
00027372;09;AC GLICERIO;74;OPE
00027266;09;AC ARANDU;74;OPE
00027267;09;AC AREIOPOLIS;74;OPE
00027268;09;AC BOFETE;74;OPE
00027403;09;AC SAO MANUEL;74;OPE
00027373;09;AC GUARACAI;74;OPE
00027169;09;AC JUNDIAI;74;OPE
00027160;09;AC VALINHOS;74;OPE
00027587;09;AC NUPORANGA;74;OPE
00027588;09;AC PATROCINIO PAULISTA;74;OPE
00027419;09;AC SAO JOAO DO PAU DALHO;74;OPE
00027639;09;AC MOTUCA;74;OPE
00027630;09;AC URUPES;74;OPE
00027629;09;AC TAQUARITINGA;74;OPE
00027620;09;AC RIBEIRAO BONITO;74;OPE
00027611;09;AC BARRETOS;74;OPE
00027612;09;AC BEBEDOURO;74;OPE
00027603;09;AC SAO JOSE DA BELA VISTA;74;OPE
00027604;09;AC SERRA AZUL;74;OPE
00027605;09;AC VIRADOURO;74;OPE
00027410;09;AC PARAPUA;74;OPE
00027401;09;AC SALTO GRANDE;74;OPE
00027402;09;AC SANTA CRUZ DO RIO PARDO;74;OPE
00027334;09;AC IGARACU DO TIETE;74;OPE
00027335;09;AC ITAJU;74;OPE
00027609;09;AC VISTA ALEGRE DO ALTO;74;OPE
00027600;09;AC SERRANA;74;OPE
00027591;09;AC RESTINGA;74;OPE
00027592;09;AC RIBEIRAO CORRENTE;74;OPE
00027663;09;AC PRESIDENTE KENNEDY;74;OPE
00027621;09;AC CATANDUVA;74;OPE
00027622;09;AC ITAJOBI;74;OPE
00027653;09;AC ENGENHEIRO COELHO;74;OPE
00027654;09;AC RIBEIRAO GRANDE;74;OPE
00027655;09;AC ELISIARIO;74;OPE
00027656;09;AC PARISI;74;OPE
00027657;09;AC MARAPOAMA;74;OPE
00027658;09;AC ZACARIAS;74;OPE
00027457;09;AC FLOREAL;74;OPE
00027607;09;AC AMERICO BRASILIENSE;74;OPE
00027608;09;AC TABATINGA;74;OPE
00027417;09;AC SANTA MERCEDES;74;OPE
00027418;09;AC SANTOPOLIS DO AGUAPEI;74;OPE
00027269;09;AC ANDRADINA;74;OPE
00027260;09;AC ITAPETININGA;74;OPE
00027251;09;AC VARGEM GRANDE DO SUL;74;OPE
00027252;09;AC APIAI;74;OPE
00027336;09;AC ITAPUI;74;OPE
00027337;09;AC JUNQUEIROPOLIS;74;OPE
00027338;09;AC TUPI PAULISTA;74;OPE
00027619;09;AC DOURADO;74;OPE
00027487;09;AC MIRASSOL;74;OPE
00027488;09;AC GUARANI DOESTE;74;OPE
00027379;09;AC PARAGUACU PAULISTA;74;OPE
00027370;09;AC FLORA RICA;74;OPE
00027361;09;AC PRESIDENTE BERNARDES;74;OPE
00027458;09;AC BURITAMA;74;OPE
00027329;09;AC VALPARAISO;74;OPE
00027320;09;AC PRESIDENTE ALVES;74;OPE
00027311;09;AC PENAPOLIS;74;OPE
00027312;09;AC AVAI;74;OPE
00027413;09;AC QUINTANA;74;OPE
00027414;09;AC RUBIACEA;74;OPE
00027415;09;AC SAGRES;74;OPE
00027416;09;AC SALMOURAO;74;OPE
00027293;09;AC GUARARAPES;74;OPE
00027294;09;AC AGUAS DE SANTA BARBARA;74;OPE
00027295;09;AC LINS;74;OPE
00027296;09;AC LUCELIA;74;OPE
00027374;09;AC HERCULANDIA;74;OPE
00027375;09;AC MARTINOPOLIS;74;OPE
00027376;09;AC MIRANTE DO PARANAPANEMA;74;OPE
00027377;09;AC IACRI;74;OPE
00027378;09;AC PALMITAL;74;OPE
00027610;09;AC BARRINHA;74;OPE
00027601;09;AC SERTAOZINHO;74;OPE
00027602;09;AC TAMBAU;74;OPE
00027633;09;AC TORRE DE PEDRA;74;OPE
00027634;09;AC BOREBI;74;OPE
00027635;09;AC IARAS;74;OPE
00027636;09;AC ALAMBARI;74;OPE
00027637;09;AC BOM SUCESSO DE ITARARE;74;OPE
00027638;09;AC TARUMA;74;OPE
00024616;09;AC BARRA DO TURVO;72;OPE
00024618;09;AC CAJATI;72;OPE
00026222;16;ACF PERUS;72;OPE
00026223;16;ACF BONFIGLIOLI;72;OPE
00026054;16;ACF RIBEIRO DE LIMA;72;OPE
00026055;16;ACF ENDRES;72;OPE
00026056;16;ACF HEITOR PENTEADO;72;OPE
00026032;16;ACF VILA DAS BELEZAS;72;OPE
00026110;16;ACF SANTA PAULA;72;OPE
00026101;16;ACF VILA SONIA;72;OPE
00026102;16;ACF VILA ALPINA;72;OPE
00026103;16;ACF ANTONIO DE BARROS;72;OPE
00026194;16;ACF UTINGA;72;OPE
00026197;16;ACF LARANJEIRAS;72;OPE
00026198;16;ACF CAMPO LIMPO;72;OPE
00026028;16;ACF SERRA DO JAPI;72;OPE
00025993;16;ACF SANTA CLARA;72;OPE
00026034;16;ACF CAMPO BELO;72;OPE
00026035;16;ACF INCONFIDENCIA MINEIRA;72;OPE
00026106;16;ACF GRAJAU;72;OPE
00025995;16;ACF JOAO DIAS;72;OPE
00025996;16;ACF RANGEL PESTANA;72;OPE
00025997;16;ACF GRANJA JULIETA;72;OPE
00026184;16;ACF ALFONSO BOVERO;72;OPE
00026186;16;ACF ALEXANDRE HERCULANO;72;OPE
00026189;16;ACF FERRAZOPOLIS;72;OPE
00025975;16;ACF PIRAJUSSARA;72;OPE
00025976;16;ACF CLINICAS;72;OPE
00025977;16;ACF VILLAGE MORUMBI;72;OPE
00025979;16;ACF CAMPANARIO;72;OPE
00025940;16;ACF SHOPPING CENTER MORUMBI;72;OPE
00025933;16;ACF MART CENTER;72;OPE
00025929;16;ACF JOAO RAMALHO;72;OPE
00026010;16;ACF SAO JOAO CLIMACO;72;OPE
00026001;16;ACF CENTER BRAS;72;OPE
00026002;16;ACF LAPA CENTRO;72;OPE
00026181;16;ACF PARQUE MARIA LUISA;72;OPE
00026182;16;ACF JARDIM ODETE;72;OPE
00026183;16;ACF ALTO DA MOOCA;72;OPE
00026150;16;ACF JOAO MENDES;72;OPE
00026142;16;ACF SHOPPING CENTER ARICANDUVA;72;OPE
00026514;16;ACF ATALAIA;72;OPE
00025955;16;ACF TIMOTEO PENTEADO;72;OPE
00025956;16;ACF JARDIM SAO GONCALO;72;OPE
00025958;16;ACF MAZZEI;72;OPE
00025959;16;ACF CIDADE ADEMAR;72;OPE
00025944;16;ACF LUIS GOIS;72;OPE
00025946;16;ACF CAICARA;72;OPE
00026626;16;ACF ANDREENSE;72;OPE
00026516;16;ACF JARDIM PAULISTANO;72;OPE
00026517;16;ACF GRIMALDI;72;OPE
00026120;16;ACF CURUCA;72;OPE
00026113;16;ACF SILVIO ROMERO;72;OPE
00026585;16;ACF BONTEMPO;72;OPE
00026586;16;ACF JARDIM CANHEMA;72;OPE
00026588;16;ACF ALEXANDRE DUMAS;72;OPE
00026589;16;ACF DOUTOR CESAR;72;OPE
00026004;16;ACF MONTE LIBANO;72;OPE
00026005;16;ACF CAMPO GRANDE;72;OPE
00025948;16;ACF TRIANGULO;72;OPE
00025949;16;ACF JARAGUA;72;OPE
00025937;16;ACF LOEFGREEN;72;OPE
00025938;16;ACF SANTO ESTEVAO;72;OPE
00025939;16;ACF PIO XI;72;OPE
00027166;09;AC BARAO DE ANTONINA;74;OPE
00027167;09;AC BURI;74;OPE
00027168;09;AC CABREUVA;74;OPE
00027239;09;AC ITAPIRA;74;OPE
00027230;09;AC SOROCABA;74;OPE
00027221;09;AC SAO CARLOS;74;OPE
00027222;09;AC ACADEMIA DA FORCA AEREA;74;OPE
00027229;09;AC SOCORRO;74;OPE
00027220;09;AC JOAO JORGE;74;OPE
00027211;09;AC LINDOIA;74;OPE
00024476;09;AC EMBU GUACU;72;OPE
00024478;09;AC ITAPECERICA DA SERRA;72;OPE
00024479;09;AC ITAPEVI;72;OPE
00024524;09;AC RIO GRANDE DA SERRA;72;OPE
00024525;09;AC SAO BERNARDO DO CAMPO;72;OPE
00024526;09;AC RUDGE RAMOS;72;OPE
00024528;09;AC CANANEIA;72;OPE
00024529;09;AC ELDORADO;72;OPE
00024494;09;AC FRANCISCO MORATO;72;OPE
00026009;16;ACF PONTE GRANDE;72;OPE
00026580;16;ACF ACACIAS;72;OPE
00026572;16;ACF ENSEADA;72;OPE
00026146;16;ACF GUAIO;72;OPE
00026147;16;ACF IMPERADOR;72;OPE
00026148;16;ACF GIL PINHEIRO;72;OPE
00026149;16;ACF PONTA DA PRAIA;72;OPE
00026610;16;ACF SAPOPEMBA;72;OPE
00026114;16;ACF TUPI;72;OPE
00024496;09;AC FRANCO DA ROCHA;72;OPE
00023810;09;AC CANHOBA;70;OPE
00023801;09;AC AQUIDABA;70;OPE
00023802;09;AC ARAUA;70;OPE
00023803;09;AC AMPARO DE SAO FRANCISCO;70;OPE
00026118;16;ACF JARDIM ANGELA;72;OPE
00024744;09;AC LIBERDADE;72;OPE
00023804;09;AC DISTRITO INDUSTRIAL ARACAJU;70;OPE
00023805;09;AC BARRA DOS COQUEIROS;70;OPE
00023866;09;AC NOSSA SENHORA APARECIDA;70;OPE
00023867;09;AC MOITA BONITA;70;OPE
00023868;09;AC SAO FRANCISCO;70;OPE
00023830;09;AC CUMBE;70;OPE
00023821;09;AC ITABAIANINHA;70;OPE
00023822;09;AC ITAPORANGA D AJUDA;70;OPE
00023823;09;AC JAPOATA;70;OPE
00024745;09;AC BUTANTA;72;OPE
00027224;09;AC BARAO DE GERALDO;74;OPE
00027225;09;AC SAO PEDRO;74;OPE
00027226;09;AC SAO ROQUE;74;OPE
00027228;09;AC SERRA NEGRA;74;OPE
00027199;09;AC CORDEIROPOLIS;74;OPE
00027190;09;AC SAO MIGUEL ARCANJO;74;OPE
00027181;09;AC MAIRINQUE;74;OPE
00023854;09;AC FREI PAULO;70;OPE
00023855;09;AC SIRIRI;70;OPE
00023856;09;AC NOSSA SENHORA DO SOCORRO;70;OPE
00025163;09;AC SAO JOSE;72;OPE
00027179;09;AC LIMEIRA;74;OPE
00027170;09;AC CAPELA DO ALTO;74;OPE
00027161;09;AC VARZEA PAULISTA;74;OPE
00027162;09;AC VINHEDO;74;OPE
00027182;09;AC LORENA;74;OPE
00027243;09;AC MOGI MIRIM;74;OPE
00027244;09;AC ESPIRITO SANTO DO PINHAL;74;OPE
00023860;09;AC UMBAUBA;70;OPE
00023851;09;AC SAO CRISTOVAO;70;OPE
00023852;09;AC BREJO GRANDE;70;OPE
00023390;16;ACF ITOUPAVA NORTE;68;OPE
00023381;16;ACF BARREIROS;68;OPE
00023382;16;ACF RIO BRANCO;68;OPE
00023383;16;ACF SANTOS SARAIVA;68;OPE
00027163;09;AC ANGATUBA;74;OPE
00027164;09;AC JACAREI;74;OPE
00027165;09;AC ARACOIABA DA SERRA;74;OPE
00026591;16;ACF TUTOIA;72;OPE
00026214;16;ACF ALDEIA DA SERRA;72;OPE
00026215;16;ACF PIRITUBA;72;OPE
00026070;16;ACF FENIX;72;OPE
00026061;16;ACF JARDIM DAS OLIVEIRAS;72;OPE
00023853;09;AC NOSSA SENHORA DE LOURDES;70;OPE
00022901;09;AC ROMELANDIA;68;OPE
00022902;09;AC SAO CARLOS;68;OPE
00022903;09;AC SAO DOMINGOS;68;OPE
00022892;09;AC ITA;68;OPE
00022893;09;AC ITAPIRANGA;68;OPE
00023384;16;ACF PEDRO IVO;68;OPE
00023386;16;ACF PROSPERA;68;OPE
00023387;16;ACF OFICINAS;68;OPE
00023388;16;ACF CENTENARIO;68;OPE
00023389;16;ACF ILHEUS;68;OPE
00026062;16;ACF JARDIM DO MAR;72;OPE
00026578;16;ACF CENTAURO;72;OPE
00026579;16;ACF THIAGO FERREIRA;72;OPE
00026530;16;ACF GONZAGA;72;OPE
00026562;16;ACF ROCHENSE;72;OPE
00022844;09;AC VIDAL RAMOS;68;OPE
00022845;09;AC WITMARSUM;68;OPE
00024497;09;AC GUARULHOS;72;OPE
00024499;09;AC GOPOUVA;72;OPE
00024460;09;AC PALACIO NOVE DE JULHO;72;OPE
00024451;09;AC VILA PRUDENTE;72;OPE
00024420;09;AC HADDOCK LOBO;72;OPE
00023806;09;AC CANINDE DE SAO FRANCISCO;70;OPE
00023807;09;AC BOQUIM;70;OPE
00023808;09;AC CAMPO DO BRITO;70;OPE
00023809;09;AC TOBIAS BARRETO;70;OPE
00025164;09;AC ASSUNCAO;72;OPE
00025166;09;AC PAULISTA;72;OPE
00025167;09;AC ALAMEDA SANTOS;72;OPE
00024452;09;AC VILA RE;72;OPE
00024453;09;AC VILA ZELINA;72;OPE
00024445;09;AC PONTE RASA;72;OPE
00024446;09;AC VILA CARRAO;72;OPE
00024447;09;AC VILA ESPERANCA;72;OPE
00024448;09;AC VILA FORMOSA;72;OPE
00023476;16;ACF SANTA RITA;68;OPE
00024419;09;AC CENTRAL DE SAO PAULO;72;OPE
00024421;09;AC CAPELA DO SOCORRO;72;OPE
00024422;09;AC GALERIA BOURGHESE;72;OPE
00024423;09;AC ITAIM BIBI;72;OPE
00024740;09;AC VILA MARIANA;72;OPE
00024733;09;AC JARDIM JAPAO;72;OPE
00024776;09;AC REGISTRO;72;OPE
00024736;09;AC SAO VICENTE;72;OPE
00024741;09;AC BRAS;72;OPE
00024743;09;AC ADOLFINA DE PINHEIROS;72;OPE
00027212;09;AC PINDAMONHANGABA;74;OPE
00027259;09;AC TIETE;74;OPE
00023881;09;AC SANTANA DE SAO FRANCISCO;70;OPE
00023857;09;AC CRISTINAPOLIS;70;OPE
00023858;09;AC POCO REDONDO;70;OPE
00023859;09;AC ITABI;70;OPE
00027250;09;AC TAPIRATIBA;74;OPE
00027241;09;AC MOCOCA;74;OPE
00027242;09;AC MOGI GUACU;74;OPE
00027249;09;AC SAO JOSE DO RIO PARDO;74;OPE
00027240;09;AC LEME;74;OPE
00027231;09;AC TAUBATE;74;OPE
00027223;09;AC SAO JOSE DOS CAMPOS;74;OPE
00026596;16;ACF CIDADE UNIVERSITARIA;72;OPE
00023882;09;AC JOAO ALVES FILHO;70;OPE
00023883;09;AC AERTON MACEDO;70;OPE
00023880;09;AC BOTTO DE BARROS;70;OPE
00023871;09;AC PEDRINHAS;70;OPE
00023872;09;AC SANTA ROSA DE LIMA;70;OPE
00023873;09;AC SAO DOMINGOS;70;OPE
00023864;09;AC PIRAMBU;70;OPE
00023865;09;AC AEROPORTO DE ARACAJU;70;OPE
00022846;09;AC PALMITOS;68;OPE
00026551;16;ACF OURO BRANCO;72;OPE
00026065;16;ACF PALMEIRAS;72;OPE
00026067;16;ACF MIGUEL STEFANO;72;OPE
00026069;16;ACF ACLIMACAO;72;OPE
00026583;16;ACF MARECHAL TITO;72;OPE
00026526;16;ACF RODOSHOPPING;72;OPE
00026527;16;ACF IMPERIAL;72;OPE
00026528;16;ACF PAMPLONA;72;OPE
00026180;16;ACF PARQUE DO CARMO;72;OPE
00022847;09;AC AGUA DOCE;68;OPE
00022848;09;AC ARROIO TRINTA;68;OPE
00022849;09;AC ABDON BATISTA;68;OPE
00022904;09;AC SAO JOSE DO CEDRO;68;OPE
00022905;09;AC SAO LOURENCO DO OESTE;68;OPE
00022906;09;AC SAUDADES;68;OPE
00022907;09;AC SEARA;68;OPE
00022908;09;AC VARGEAO;68;OPE
00022909;09;AC XAVANTINA;68;OPE
00023820;09;AC ITABAIANA;70;OPE
00023811;09;AC CAPELA;70;OPE
00023812;09;AC CARIRA;70;OPE
00023813;09;AC CARMOPOLIS;70;OPE
00023884;09;AC CIDADE NOVA;70;OPE
00022900;09;AC QUILOMBO;68;OPE
00022891;09;AC GUARUJA DO SUL;68;OPE
00027174;09;AC GUAREI;74;OPE
00027175;09;AC IBIUNA;74;OPE
00027176;09;AC IPERO;74;OPE
00027177;09;AC IPORANGA;74;OPE
00027178;09;AC ITABERA;74;OPE
00026160;16;ACF PRESIDENTE ALTINO;72;OPE
00026151;16;ACF JUREMA;72;OPE
00026152;16;ACF PIMENTAS;72;OPE
00026153;16;ACF PERI;72;OPE
00026091;16;ACF SANTA CATARINA;72;OPE
00026093;16;ACF FARIA LIMA;72;OPE
00026044;16;ACF PAES DE BARROS;72;OPE
00026047;16;ACF MARIA PAULA;72;OPE
00026049;16;ACF VILA ANASTACIO;72;OPE
00026029;16;ACF CINTURAO VERDE;72;OPE
00026200;16;ACF JARDIM CASQUEIRO;72;OPE
00026191;16;ACF PIRAPORINHA;72;OPE
00026193;16;ACF SAO JUDAS;72;OPE
00025930;16;ACF BIAGINI;72;OPE
00025984;16;ACF CELSO GARCIA;72;OPE
00026030;16;ACF TABOAO;72;OPE
00026021;16;ACF PAULA FERREIRA;72;OPE
00026022;16;ACF VILA NOGUEIRA;72;OPE
00026023;16;ACF SERRARIA;72;OPE
00026204;16;ACF OITO DE DEZEMBRO;72;OPE
00026205;16;ACF BARREIRA GRANDE;72;OPE
00026206;16;ACF CIDADE DUTRA;72;OPE
00026207;16;ACF JARDIM MIRIAM;72;OPE
00026208;16;ACF NOVA GERTI;72;OPE
00026124;16;ACF JARDIM SONIA MARIA;72;OPE
00026125;16;ACF ALVARO GUIMARAES;72;OPE
00026126;16;ACF JARDIM FELICIDADE;72;OPE
00026127;16;ACF CAPAO REDONDO;72;OPE
00026025;16;ACF JARDIM SAO JORGE;72;OPE
00025982;16;ACF 19 DE JANEIRO;72;OPE
00025980;16;ACF ASSIS BRASIL;72;OPE
00025971;16;ACF VITAL BRASIL;72;OPE
00025972;16;ACF JARDIM DA GLORIA;72;OPE
00025973;16;ACF MOREIRA DE BARROS;72;OPE
00025966;16;ACF BERRINI;72;OPE
00025987;16;ACF CERRO CORA;72;OPE
00025988;16;ACF PORTAL DO MORUMBI;72;OPE
00025941;16;ACF MARAJOARA;72;OPE
00025942;16;ACF TABOR;72;OPE
00025974;16;ACF RIO PEQUENO;72;OPE
00027153;09;AC PINHALZINHO;74;OPE
00027154;09;AC PIRACAIA;74;OPE
00027155;09;AC RAFARD;74;OPE
00027156;09;AC SANTO ANTONIO DE POSSE;74;OPE
00026209;16;ACF VALENCA;72;OPE
00025970;16;ACF BORBA GATO;72;OPE
00025961;16;ACF CURSINO;72;OPE
00025952;16;ACF CLODOMIRO AMAZONAS;72;OPE
00024541;09;AC PEDRO DE TOLEDO;72;OPE
00024542;09;AC PERUIBE;72;OPE
00025967;16;ACF INTERLAGOS;72;OPE
00027151;09;AC PEDRA BELA;74;OPE
00027152;09;AC PEDREIRA;74;OPE
00027157;09;AC ITATIBA;74;OPE
00027158;09;AC SUMARE;74;OPE
00026037;16;ACF JARDIM NOSSO LAR;72;OPE
00026038;16;ACF VIVALDI;72;OPE
00026104;16;ACF NOSSA SENHORA DAS VITORIAS;72;OPE
00024582;09;AC IPIRANGA;72;OPE
00024543;09;AC PRAIA GRANDE;72;OPE
00024575;09;AC IGUAPE;72;OPE
00024540;09;AC PARIQUERA ACU;72;OPE
00024531;09;AC VICENTE DE CARVALHO;72;OPE
00024532;09;AC ITANHAEM;72;OPE
00024533;09;AC ITARIRI;72;OPE
00024628;09;AC LAPA;72;OPE
00026040;16;ACF LINS VASCONCELOS;72;OPE
00026031;16;ACF PANAMBY MORUMBI;72;OPE
00026051;16;ACF ZILDA;72;OPE
